"Zone_Number","Status_Description","KerbsideID","latitude","longitude","year","month","day","hour","timeminute","second","wday","is_weekend","RoadSegmentID","RoadSegmentDescription","OnStreet","StreetFrom","StreetTo","status"
7547,"Present","66451",-37.8132070786673,144.955314572281,2025,8,8,23,47,5,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",1
7541,"Unoccupied","65866",-37.809031466879,144.969637589003,2025,8,8,23,47,1,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7595,"Present","54139",-37.8161596028811,144.961231673715,2025,8,8,23,46,54,"Fri",FALSE,20172,"Queen Street between Collins Street and Little Collins Street","Queen Street","Collins Street","Little Collins Street",1
7245,"Unoccupied","18825",-37.8095168686586,144.974771985683,2025,8,8,23,46,53,"Fri",FALSE,20889,"Albert Street between Nicholson Street and Gisborne Street","Albert Street","Nicholson Street","Gisborne Street",0
7236,"Unoccupied","7849",-37.8097135954142,144.976580562821,2025,8,8,23,46,53,"Fri",FALSE,22618,"Intersection of Albert Street and Morrison Place",NA,NA,NA,0
7552,"Unoccupied","66433",-37.812841201959,144.956604132559,2025,8,8,23,46,53,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",0
7362,"Present","62316",-37.8178228429231,144.958220284696,2025,8,8,23,46,50,"Fri",FALSE,20118,"Collins Street between William Street and King Street","Collins Street","William Street","King Street",1
7538,"Unoccupied","64268",-37.8109602122481,144.970666800133,2025,8,8,23,46,46,"Fri",FALSE,20049,"Little Bourke Street between Spring Street and Exhibition Street","Little Bourke Street","Spring Street","Exhibition Street",0
7552,"Unoccupied","66439",-37.8129702686576,144.956146159239,2025,8,8,23,46,36,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",0
7570,"Unoccupied","65041",-37.8095847653464,144.971471181466,2025,8,8,23,46,32,"Fri",FALSE,20001,"Lonsdale Street between Spring Street and Exhibition Street","Lonsdale Street","Spring Street","Exhibition Street",0
7529,"Unoccupied","62757",-37.8136598375073,144.969064822329,2025,8,8,23,46,32,"Fri",FALSE,20093,"Little Collins Street between Exhibition Street and Russell Street","Little Collins Street","Exhibition Street","Russell Street",0
7534,"Present","63233",-37.8168021801664,144.958241966524,2025,8,8,23,46,25,"Fri",FALSE,20103,"Little Collins Street between William Street and King Street","Little Collins Street","William Street","King Street",1
7191,"Unoccupied","15326",-37.813785369878,144.940146896792,2025,8,8,23,46,25,"Fri",FALSE,23252,"Docklands Drive between Saint Mangos Lane and Waterfront Way","Docklands Drive","Saint Mangos Lane","Waterfront Way",0
7436,"Present","60134",-37.8162996782077,144.971722019279,2025,8,8,23,46,21,"Fri",FALSE,20210,"Flinders Street between Exhibition Street and Russell Street","Flinders Street","Exhibition Street","Russell Street",1
7454,"Present","60026",-37.8157653254234,144.972875835358,2025,8,8,23,46,12,"Fri",FALSE,20208,"Flinders Street between Spring Street and Exhibition Street","Flinders Street","Spring Street","Exhibition Street",1
7485,"Present","56916",-37.8167638801798,144.956026136985,2025,8,8,23,46,7,"Fri",FALSE,20191,"King Street between Little Collins Street and Bourke Street","King Street","Little Collins Street","Bourke Street",1
7236,"Unoccupied","7850",-37.809706253357,144.9765130562,2025,8,8,23,46,5,"Fri",FALSE,22618,"Intersection of Albert Street and Morrison Place",NA,NA,NA,0
7538,"Unoccupied","64225",-37.8107029708553,144.971369382846,2025,8,8,23,45,59,"Fri",FALSE,20049,"Little Bourke Street between Spring Street and Exhibition Street","Little Bourke Street","Spring Street","Exhibition Street",0
7236,"Unoccupied","7487",-37.8098332490915,144.977680723508,2025,8,8,23,45,56,"Fri",FALSE,20891,"Albert Street between Morrison Place and Lansdowne Street","Albert Street","Morrison Place","Lansdowne Street",0
7611,"Present","54519",-37.8121836997252,144.959536248234,2025,8,8,23,45,56,"Fri",FALSE,20176,"Queen Street between Lonsdale Street and Little Lonsdale Street","Queen Street","Lonsdale Street","Little Lonsdale Street",1
7252,"Present","17378",-37.8098467237246,144.980902987276,2025,8,8,23,45,45,"Fri",FALSE,20897,"Eades Street between Victoria Parade and Albert Street","Eades Street","Victoria Parade","Albert Street",1
7510,"Present","64458",-37.812257526692,144.966237558632,2025,8,8,23,45,43,"Fri",FALSE,20053,"Little Bourke Street between Russell Street and Swanston Street","Little Bourke Street","Russell Street","Swanston Street",1
7551,"Present","65462",-37.8127732492965,144.960531109313,2025,8,8,23,45,40,"Fri",FALSE,20009,"Lonsdale Street between Elizabeth Street and Queen Street","Lonsdale Street","Elizabeth Street","Queen Street",1
7406,"Unoccupied","51440",-37.8086242872967,144.968982969101,2025,8,8,23,45,36,"Fri",FALSE,20145,"Exhibition Street between Little Lonsdale Street and La Trobe Street","Exhibition Street","Little Lonsdale Street","La Trobe Street",0
7592,"Unoccupied","53939",-37.8180971632769,144.962122110099,2025,8,8,23,45,34,"Fri",FALSE,20170,"Queen Street between Flinders Street and Flinders Lane","Queen Street","Flinders Street","Flinders Lane",0
7556,"Present","65155",-37.8105068555932,144.968323852911,2025,8,8,23,45,33,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7645,"Present","50221",-37.8127860616531,144.973574799777,2025,8,8,23,45,32,"Fri",FALSE,20200,"Spring Street between Collins Street and Little Collins Street","Spring Street","Collins Street","Little Collins Street",1
7733,"Unoccupied","9576",-37.8045204612916,144.949460328674,2025,8,8,23,45,20,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7576,"Present","57319",-37.8127273292411,144.954165233915,2025,8,8,23,45,17,"Fri",FALSE,20195,"King Street between Little Lonsdale Street and La Trobe Street","King Street","Little Lonsdale Street","La Trobe Street",1
7458,"Unoccupied","61320",-37.8180129004001,144.961774097068,2025,8,8,23,45,17,"Fri",FALSE,20131,"Flinders Lane between Queen Street and Market Street","Flinders Lane","Queen Street","Market Street",0
7334,"Present","63539",-37.8122473661557,144.970279661698,2025,8,8,23,45,9,"Fri",FALSE,20078,"Bourke Street between Exhibition Street and Russell Street","Bourke Street","Exhibition Street","Russell Street",1
7547,"Present","66425",-37.8131825372646,144.955224378847,2025,8,8,23,44,47,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",1
7406,"Present","51444",-37.8085176150525,144.968934162731,2025,8,8,23,44,44,"Fri",FALSE,20145,"Exhibition Street between Little Lonsdale Street and La Trobe Street","Exhibition Street","Little Lonsdale Street","La Trobe Street",1
7624,"Present","57310",-37.8131824164324,144.954377182099,2025,8,8,23,44,37,"Fri",FALSE,20195,"King Street between Little Lonsdale Street and La Trobe Street","King Street","Little Lonsdale Street","La Trobe Street",1
7406,"Present","51445",-37.8084909072406,144.968921685545,2025,8,8,23,44,35,"Fri",FALSE,20145,"Exhibition Street between Little Lonsdale Street and La Trobe Street","Exhibition Street","Little Lonsdale Street","La Trobe Street",1
7640,"Present","52249",-37.8102278410933,144.966792473939,2025,8,8,23,44,33,"Fri",FALSE,20152,"Russell Street between Lonsdale Street and Little Lonsdale Street","Russell Street","Lonsdale Street","Little Lonsdale Street",1
7721,"Unoccupied","9455",-37.805298686759,144.957293080047,2025,8,8,23,44,30,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7366,"Present","61712",-37.8136270509416,144.972622922773,2025,8,8,23,44,27,"Fri",FALSE,20106,"Collins Street between Spring Street and Exhibition Street","Collins Street","Spring Street","Exhibition Street",1
7638,"Present","51926",-37.8135311170629,144.968432449812,2025,8,8,23,44,16,"Fri",FALSE,20149,"Russell Street between Little Collins Street and Bourke Street","Russell Street","Little Collins Street","Bourke Street",1
7210,"Unoccupied","17333",-37.8123984601085,144.940980601382,2025,8,8,23,44,16,"Fri",FALSE,23226,"Little Docklands Drive between Footscray Road and Waterfront Way","Little Docklands Drive","Footscray Road","Waterfront Way",0
7345,"Present","63624",-37.8131348489944,144.96679623974,2025,8,8,23,44,1,"Fri",FALSE,20080,"Bourke Street between Russell Street and Swanston Street","Bourke Street","Russell Street","Swanston Street",1
7603,"Unoccupied","65325",-37.8119512483918,144.96306381152,2025,8,8,23,43,59,"Fri",FALSE,20007,"Lonsdale Street between Swanston Street and Elizabeth Street","Lonsdale Street","Swanston Street","Elizabeth Street",0
7636,"Present","51736",-37.8150873433591,144.969150166622,2025,8,8,23,43,50,"Fri",FALSE,20147,"Russell Street between Flinders Lane and Collins Street","Russell Street","Flinders Lane","Collins Street",1
7766,"Unoccupied","12094",-37.8006117147654,144.953985917274,2025,8,8,23,43,49,"Fri",FALSE,21124,"Wreckyn Street between Flemington Road and Courtney Street","Wreckyn Street","Flemington Road","Courtney Street",0
7739,"Unoccupied","10714",-37.8035143221162,144.951166201685,2025,8,8,23,43,38,"Fri",FALSE,20980,"Leveson Street between Victoria Street and Queensberry Street","Leveson Street","Victoria Street","Queensberry Street",0
7474,"Unoccupied","56718",-37.8187022331801,144.956914584826,2025,8,8,23,43,33,"Fri",FALSE,20189,"King Street between Flinders Lane and Collins Street","King Street","Flinders Lane","Collins Street",0
7348,"Unoccupied","21532",-37.8350796721086,144.977821290403,2025,8,8,23,43,27,"Fri",FALSE,22203,"Bromby Street between Domain Street and Adams Street","Bromby Street","Domain Street","Adams Street",0
7721,"Unoccupied","24038",-37.8052714863866,144.957185065847,2025,8,8,23,43,22,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7639,"Present","52228",-37.8102804488313,144.966945186577,2025,8,8,23,43,18,"Fri",FALSE,20152,"Russell Street between Lonsdale Street and Little Lonsdale Street","Russell Street","Lonsdale Street","Little Lonsdale Street",1
7552,"Unoccupied","66437",-37.8129368711654,144.956263618984,2025,8,8,23,43,17,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",0
7643,"Present","57923",-37.8196627957927,144.954555273274,2025,8,8,23,43,11,"Fri",FALSE,20069,"Spencer Street between Flinders Lane and Collins Street","Spencer Street","Flinders Lane","Collins Street",1
7624,"Present","57312",-37.813084415601,144.954331331877,2025,8,8,23,43,7,"Fri",FALSE,20195,"King Street between Little Lonsdale Street and La Trobe Street","King Street","Little Lonsdale Street","La Trobe Street",1
7357,"Present","62410",-37.8184268183098,144.956115143356,2025,8,8,23,43,6,"Fri",FALSE,20120,"Collins Street between King Street and Spencer Street","Collins Street","King Street","Spencer Street",1
7792,"Unoccupied","58012",-37.8177300149345,144.954185192188,2025,8,8,23,43,3,"Fri",FALSE,20434,"Godfrey Street between Bourke Street and Little Collins Street","Godfrey Street","Bourke Street","Little Collins Street",0
7359,"Present","61929",-37.8151843340701,144.967317975659,2025,8,8,23,42,58,"Fri",FALSE,20110,"Collins Street between Russell Street and Swanston Street","Collins Street","Russell Street","Swanston Street",1
7340,"Present","64012",-37.8159330563772,144.95703614472,2025,8,8,23,42,57,"Fri",FALSE,20088,"Bourke Street between William Street and King Street","Bourke Street","William Street","King Street",1
7640,"Present","52248",-37.8102786612161,144.966815702367,2025,8,8,23,42,45,"Fri",FALSE,20152,"Russell Street between Lonsdale Street and Little Lonsdale Street","Russell Street","Lonsdale Street","Little Lonsdale Street",1
7220,"Unoccupied","14998",-37.8141434282612,144.937364918094,2025,8,8,23,42,43,"Fri",FALSE,23224,"Pearl River Road between Footscray Road and Docklands Drive","Pearl River Road","Footscray Road","Docklands Drive",0
7359,"Present","61921",-37.8150271345647,144.967853932517,2025,8,8,23,42,43,"Fri",FALSE,20110,"Collins Street between Russell Street and Swanston Street","Collins Street","Russell Street","Swanston Street",1
7329,"Unoccupied","53819",-37.8179737327095,144.962705971607,2025,8,8,23,42,37,"Fri",FALSE,20394,"Bond Street between Flinders Street and Flinders Lane","Bond Street","Flinders Street","Flinders Lane",0
7638,"Present","51922",-37.8136455410932,144.968484234419,2025,8,8,23,42,37,"Fri",FALSE,20149,"Russell Street between Little Collins Street and Bourke Street","Russell Street","Little Collins Street","Bourke Street",1
7345,"Present","63623",-37.8131160614428,144.966860132298,2025,8,8,23,42,34,"Fri",FALSE,20080,"Bourke Street between Russell Street and Swanston Street","Bourke Street","Russell Street","Swanston Street",1
7485,"Present","56924",-37.8170006200783,144.955885143417,2025,8,8,23,42,29,"Fri",FALSE,20191,"King Street between Little Collins Street and Bourke Street","King Street","Little Collins Street","Bourke Street",1
7645,"Unoccupied","50222",-37.8127375925816,144.973552492171,2025,8,8,23,42,24,"Fri",FALSE,20200,"Spring Street between Collins Street and Little Collins Street","Spring Street","Collins Street","Little Collins Street",0
7552,"Unoccupied","66434",-37.8128590300644,144.956539784787,2025,8,8,23,42,23,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",0
7558,"Present","65185",-37.8105246865224,144.968602159526,2025,8,8,23,42,22,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7532,"Unoccupied","63239",-37.8169489063577,144.957728985445,2025,8,8,23,42,17,"Fri",FALSE,20103,"Little Collins Street between William Street and King Street","Little Collins Street","William Street","King Street",0
7725,"Unoccupied","9589",-37.8036846705889,144.949607792847,2025,8,8,23,42,13,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7514,"Present","64567",-37.8130032454665,144.96367552375,2025,8,8,23,42,11,"Fri",FALSE,20055,"Little Bourke Street between Swanston Street and Elizabeth Street","Little Bourke Street","Swanston Street","Elizabeth Street",1
7627,"Present","52316",-37.8093302550537,144.96663254763,2025,8,8,23,42,9,"Fri",FALSE,20153,"Russell Street between Little Lonsdale Street and La Trobe Street","Russell Street","Little Lonsdale Street","La Trobe Street",1
7377,"Present","57720",-37.8200414080122,144.955663959049,2025,8,8,23,42,7,"Fri",FALSE,20431,"Downie Street between Flinders Street and Flinders Lane","Downie Street","Flinders Street","Flinders Lane",1
7514,"Present","64568",-37.8130247602738,144.963602452185,2025,8,8,23,42,5,"Fri",FALSE,20055,"Little Bourke Street between Swanston Street and Elizabeth Street","Little Bourke Street","Swanston Street","Elizabeth Street",1
7278,"Unoccupied","5953",-37.8120958583705,144.977074596471,2025,8,8,23,41,56,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7674,"Present","51821",-37.8139092593481,144.968731189015,2025,8,8,23,41,51,"Fri",FALSE,20148,"Russell Street between Collins Street and Little Collins Street","Russell Street","Collins Street","Little Collins Street",1
7763,"Unoccupied","65015",-37.8095504293173,144.971252399814,2025,8,8,23,41,49,"Fri",FALSE,20001,"Lonsdale Street between Spring Street and Exhibition Street","Lonsdale Street","Spring Street","Exhibition Street",0
7457,"Present","61416",-37.8185618147806,144.9599989053,2025,8,8,23,41,38,"Fri",FALSE,20133,"Flinders Lane between Market Street and William Street","Flinders Lane","Market Street","William Street",1
7485,"Present","56925",-37.8169498697607,144.955861691568,2025,8,8,23,41,35,"Fri",FALSE,20191,"King Street between Little Collins Street and Bourke Street","King Street","Little Collins Street","Bourke Street",1
7621,"Present","57229",-37.8137797927894,144.95440143826,2025,8,8,23,41,23,"Fri",FALSE,20194,"King Street between Lonsdale Street and Little Lonsdale Street","King Street","Lonsdale Street","Little Lonsdale Street",1
7226,"Unoccupied","23382",-37.8131145244798,144.940672989011,2025,8,8,23,41,23,"Fri",FALSE,23267,"Saint Mangos Lane North between Docklands Drive and Little Docklands Drive","Saint Mangos Lane North","Docklands Drive","Little Docklands Drive",0
7534,"Present","63245",-37.8170854664456,144.957246417828,2025,8,8,23,41,22,"Fri",FALSE,20103,"Little Collins Street between William Street and King Street","Little Collins Street","William Street","King Street",1
7541,"Unoccupied","65864",-37.8089941883346,144.969765507164,2025,8,8,23,41,18,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7772,"Present","65228",-37.8112250538815,144.965552573713,2025,8,8,23,41,16,"Fri",FALSE,20005,"Lonsdale Street between Russell Street and Swanston Street","Lonsdale Street","Russell Street","Swanston Street",1
7457,"Present","61413",-37.8185061080994,144.960184160199,2025,8,8,23,40,59,"Fri",FALSE,20133,"Flinders Lane between Market Street and William Street","Flinders Lane","Market Street","William Street",1
7594,"Present","54328",-37.814448689722,144.960444322035,2025,8,8,23,40,47,"Fri",FALSE,20174,"Queen Street between Bourke Street and Little Bourke Street","Queen Street","Bourke Street","Little Bourke Street",1
7716,"Unoccupied","9426",-37.8045335254084,144.957428432964,2025,8,8,23,40,43,"Fri",FALSE,20939,"Cobden Street between Princess Street and Queensberry Street","Cobden Street","Princess Street","Queensberry Street",0
7569,"Present","65248",-37.8112264628938,144.966184769901,2025,8,8,23,40,43,"Fri",FALSE,20005,"Lonsdale Street between Russell Street and Swanston Street","Lonsdale Street","Russell Street","Swanston Street",1
7541,"Unoccupied","65868",-37.8090684585535,144.969510643979,2025,8,8,23,40,30,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7572,"Unoccupied","65086",-37.809782337915,144.971141254142,2025,8,8,23,40,24,"Fri",FALSE,20001,"Lonsdale Street between Spring Street and Exhibition Street","Lonsdale Street","Spring Street","Exhibition Street",0
7357,"Unoccupied","62412",-37.8184634711655,144.955987249251,2025,8,8,23,40,22,"Fri",FALSE,20120,"Collins Street between King Street and Spencer Street","Collins Street","King Street","Spencer Street",0
7514,"Present","64564",-37.8128789639225,144.96410391459,2025,8,8,23,40,16,"Fri",FALSE,20055,"Little Bourke Street between Swanston Street and Elizabeth Street","Little Bourke Street","Swanston Street","Elizabeth Street",1
7537,"Present","63340",-37.8176093119565,144.955492530421,2025,8,8,23,40,13,"Fri",FALSE,20105,"Little Collins Street between King Street and Spencer Street","Little Collins Street","King Street","Spencer Street",1
7536,"Present","62734",-37.8136252308955,144.969010214923,2025,8,8,23,40,13,"Fri",FALSE,20093,"Little Collins Street between Exhibition Street and Russell Street","Little Collins Street","Exhibition Street","Russell Street",1
7329,"Present","53827",-37.8185245775668,144.962895139982,2025,8,8,23,39,58,"Fri",FALSE,20394,"Bond Street between Flinders Street and Flinders Lane","Bond Street","Flinders Street","Flinders Lane",1
7648,"Unoccupied","50013",-37.8147971090364,144.974753502531,2025,8,8,23,39,56,"Fri",FALSE,20196,"Spring Street between Flinders Street and Flinders Lane","Spring Street","Flinders Street","Flinders Lane",0
7538,"Unoccupied","64215",-37.8104861629617,144.972105110026,2025,8,8,23,39,56,"Fri",FALSE,20049,"Little Bourke Street between Spring Street and Exhibition Street","Little Bourke Street","Spring Street","Exhibition Street",0
7485,"Present","56913",-37.8169295325854,144.956101793003,2025,8,8,23,39,49,"Fri",FALSE,20191,"King Street between Little Collins Street and Bourke Street","King Street","Little Collins Street","Bourke Street",1
7534,"Present","63246",-37.8171024994817,144.957186836448,2025,8,8,23,39,39,"Fri",FALSE,20103,"Little Collins Street between William Street and King Street","Little Collins Street","William Street","King Street",1
7594,"Present","54327",-37.8144728223306,144.960455385297,2025,8,8,23,39,26,"Fri",FALSE,20174,"Queen Street between Bourke Street and Little Bourke Street","Queen Street","Bourke Street","Little Bourke Street",1
7621,"Present","57220",-37.8135598603255,144.954552978027,2025,8,8,23,39,23,"Fri",FALSE,20194,"King Street between Lonsdale Street and Little Lonsdale Street","King Street","Lonsdale Street","Little Lonsdale Street",1
7178,"Unoccupied","13427",-37.8199495572197,144.943095737517,2025,8,8,23,39,19,"Fri",FALSE,22913,"Bourke Street between Enterprize Way and Cumberland Street","Bourke Street","Enterprize Way","Cumberland Street",0
7645,"Present","50223",-37.8126882359544,144.973530285285,2025,8,8,23,39,3,"Fri",FALSE,20200,"Spring Street between Collins Street and Little Collins Street","Spring Street","Collins Street","Little Collins Street",1
7586,"Unoccupied","21754",-37.8481664473434,144.98382765035,2025,8,8,23,39,1,"Fri",FALSE,22311,"Moubray Street between St Kilda Road and Punt Road","Moubray Street","St Kilda Road","Punt Road",0
7438,"Present","60735",-37.8207515635201,144.956577493431,2025,8,8,23,38,36,"Fri",FALSE,20224,"Flinders Street between King Street and Spencer Street","Flinders Street","King Street","Spencer Street",1
7402,"Present","50816",-37.8145750833256,144.971804832202,2025,8,8,23,38,16,"Fri",FALSE,20139,"Exhibition Street between Flinders Lane and Collins Street","Exhibition Street","Flinders Lane","Collins Street",1
7570,"Unoccupied","65067",-37.8099249277888,144.97030922369,2025,8,8,23,38,15,"Fri",FALSE,20001,"Lonsdale Street between Spring Street and Exhibition Street","Lonsdale Street","Spring Street","Exhibition Street",0
7551,"Present","65469",-37.8129013831406,144.96017808239,2025,8,8,23,38,9,"Fri",FALSE,20009,"Lonsdale Street between Elizabeth Street and Queen Street","Lonsdale Street","Elizabeth Street","Queen Street",1
7258,"Unoccupied","22941",-37.810337881765,144.978117153259,2025,8,8,23,38,5,"Fri",FALSE,21850,"Lansdowne Street between Cathedral Place and Albert Street","Lansdowne Street","Cathedral Place","Albert Street",0
7278,"Unoccupied","5940",-37.8120209373606,144.976387796642,2025,8,8,23,38,3,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7331,"Unoccupied","53816",-37.818138816927,144.962780771486,2025,8,8,23,38,0,"Fri",FALSE,20394,"Bond Street between Flinders Street and Flinders Lane","Bond Street","Flinders Street","Flinders Lane",0
7556,"Present","65139",-37.8103516363898,144.968852852305,2025,8,8,23,37,37,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7400,"Unoccupied","50918",-37.8133066626586,144.971215863566,2025,8,8,23,37,11,"Fri",FALSE,20140,"Exhibition Street between Collins Street and Little Collins Street","Exhibition Street","Collins Street","Little Collins Street",0
7402,"Present","50818",-37.8144488300329,144.971746363062,2025,8,8,23,37,4,"Fri",FALSE,20139,"Exhibition Street between Flinders Lane and Collins Street","Exhibition Street","Flinders Lane","Collins Street",1
7498,"Unoccupied","67321",-37.8120674845909,144.955078177489,2025,8,8,23,37,1,"Fri",FALSE,20028,"La Trobe Street between William Street and King Street","La Trobe Street","William Street","King Street",0
7558,"Present","65197",-37.8107738412678,144.967756273598,2025,8,8,23,37,1,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7725,"Unoccupied","9584",-37.804000690825,144.949552097491,2025,8,8,23,36,41,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7253,"Unoccupied","17443",-37.8103482087933,144.975650926277,2025,8,8,23,36,30,"Fri",FALSE,21849,"Gisborne Street between Cathedral Place and Albert Street","Gisborne Street","Cathedral Place","Albert Street",0
7278,"Unoccupied","5965",-37.8120574582681,144.976722347237,2025,8,8,23,36,2,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7455,"Present","61411",-37.8184685574692,144.960311938318,2025,8,8,23,36,0,"Fri",FALSE,20133,"Flinders Lane between Market Street and William Street","Flinders Lane","Market Street","William Street",1
7366,"Present","61741",-37.8138969238806,144.972254556511,2025,8,8,23,35,59,"Fri",FALSE,20106,"Collins Street between Spring Street and Exhibition Street","Collins Street","Spring Street","Exhibition Street",1
7753,"Present","9628",-37.8049546592147,144.948459137983,2025,8,8,23,35,51,"Fri",FALSE,20994,"Victoria Street between Errol Street and Curzon Street","Victoria Street","Errol Street","Curzon Street",1
7343,"Present","63442",-37.8118268705237,144.971712747725,2025,8,8,23,35,48,"Fri",FALSE,20065,"Bourke Street between Spring Street and Exhibition Street","Bourke Street","Spring Street","Exhibition Street",1
7190,"Present","62020",-37.8157581832805,144.965355602147,2025,8,8,23,35,45,"Fri",FALSE,20112,"Collins Street between Swanston Street and Elizabeth Street","Collins Street","Swanston Street","Elizabeth Street",1
7258,"Unoccupied","22870",-37.8105886741468,144.978311652188,2025,8,8,23,35,44,"Fri",FALSE,20462,"Bouverie Street between Victoria Street and Queensberry Street","Bouverie Street","Victoria Street","Queensberry Street",0
7258,"Unoccupied","22870",-37.8105886741468,144.978311652188,2025,8,8,23,35,44,"Fri",FALSE,21850,"Lansdowne Street between Cathedral Place and Albert Street","Lansdowne Street","Cathedral Place","Albert Street",0
7638,"Present","51929",-37.8134320611639,144.968386448678,2025,8,8,23,35,40,"Fri",FALSE,20149,"Russell Street between Little Collins Street and Bourke Street","Russell Street","Little Collins Street","Bourke Street",1
7559,"Present","64236",-37.8109204967642,144.970628637974,2025,8,8,23,35,9,"Fri",FALSE,20049,"Little Bourke Street between Spring Street and Exhibition Street","Little Bourke Street","Spring Street","Exhibition Street",1
7538,"Present","64270",-37.8110011153365,144.970528466895,2025,8,8,23,35,6,"Fri",FALSE,20049,"Little Bourke Street between Spring Street and Exhibition Street","Little Bourke Street","Spring Street","Exhibition Street",1
7195,"Present","24279",-37.8132518726949,144.942054172856,2025,8,8,23,34,49,"Fri",FALSE,22439,"Docklands Drive between Harbour Esplanade and Saint Mangos Lane","Docklands Drive","Harbour Esplanade","Saint Mangos Lane",1
7450,"Present","61139",-37.8168037793565,144.965919870336,2025,8,8,23,34,38,"Fri",FALSE,20127,"Flinders Lane between Swanston Street and Elizabeth Street","Flinders Lane","Swanston Street","Elizabeth Street",1
7621,"Present","57218",-37.8136592701573,144.954598822135,2025,8,8,23,34,33,"Fri",FALSE,20194,"King Street between Lonsdale Street and Little Lonsdale Street","King Street","Lonsdale Street","Little Lonsdale Street",1
7548,"Present","65848",-37.8086932024259,144.970802218956,2025,8,8,23,34,31,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",1
7320,"Present","63553",-37.8125107470815,144.96938431595,2025,8,8,23,34,25,"Fri",FALSE,20078,"Bourke Street between Exhibition Street and Russell Street","Bourke Street","Exhibition Street","Russell Street",1
7548,"Unoccupied","65855",-37.8088201031814,144.970364430657,2025,8,8,23,34,17,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7479,"Present","56618",-37.819548572025,144.957306056484,2025,8,8,23,34,11,"Fri",FALSE,20188,"King Street between Flinders Street and Flinders Lane","King Street","Flinders Street","Flinders Lane",1
7195,"Present","24276",-37.8131815759385,144.942238391287,2025,8,8,23,34,4,"Fri",FALSE,22439,"Docklands Drive between Harbour Esplanade and Saint Mangos Lane","Docklands Drive","Harbour Esplanade","Saint Mangos Lane",1
7239,"Unoccupied","7859",-37.8099969728444,144.979121445718,2025,8,8,23,33,51,"Fri",FALSE,20893,"Albert Street between Lansdowne Street and Eades Street","Albert Street","Lansdowne Street","Eades Street",0
7556,"Present","65159",-37.8105518155479,144.968170663096,2025,8,8,23,33,48,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7537,"Unoccupied","63339",-37.8175866342111,144.955571138628,2025,8,8,23,33,46,"Fri",FALSE,20105,"Little Collins Street between King Street and Spencer Street","Little Collins Street","King Street","Spencer Street",0
7239,"Unoccupied","7863",-37.8100265659921,144.979390148177,2025,8,8,23,33,42,"Fri",FALSE,20893,"Albert Street between Lansdowne Street and Eades Street","Albert Street","Lansdowne Street","Eades Street",0
