"Zone_Number","Status_Description","KerbsideID","latitude","longitude","year","month","day","hour","timeminute","second","wday","is_weekend","RoadSegmentID","RoadSegmentDescription","OnStreet","StreetFrom","StreetTo","status"
7725,"Unoccupied","9599",-37.804653929416,144.949247549749,2025,8,8,22,28,16,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7401,"Present","50849",-37.8146793456968,144.971683110865,2025,8,8,22,28,8,"Fri",FALSE,20139,"Exhibition Street between Flinders Lane and Collins Street","Exhibition Street","Flinders Lane","Collins Street",1
7239,"Unoccupied","7864",-37.8100339483273,144.979457463924,2025,8,8,22,27,58,"Fri",FALSE,20893,"Albert Street between Lansdowne Street and Eades Street","Albert Street","Lansdowne Street","Eades Street",0
7716,"Unoccupied","9467",-37.8056350084556,144.957233609553,2025,8,8,22,27,57,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7368,"Present","57738",-37.8204932058308,144.95581543628,2025,8,8,22,27,43,"Fri",FALSE,20431,"Downie Street between Flinders Street and Flinders Lane","Downie Street","Flinders Street","Flinders Lane",1
7210,"Unoccupied","17321",-37.8124307860506,144.940894211111,2025,8,8,22,27,35,"Fri",FALSE,23226,"Little Docklands Drive between Footscray Road and Waterfront Way","Little Docklands Drive","Footscray Road","Waterfront Way",0
7253,"Unoccupied","17434",-37.8100554197271,144.975699364745,2025,8,8,22,27,30,"Fri",FALSE,21849,"Gisborne Street between Cathedral Place and Albert Street","Gisborne Street","Cathedral Place","Albert Street",0
7647,"Present","50518",-37.8100665581144,144.972321298458,2025,8,8,22,27,15,"Fri",FALSE,20206,"Spring Street between Little Bourke Street and Lonsdale Street","Spring Street","Little Bourke Street","Lonsdale Street",1
7423,"Unoccupied","60846",-37.8148355495811,144.97263301777,2025,8,8,22,26,39,"Fri",FALSE,20121,"Flinders Lane between Spring Street and Exhibition Street","Flinders Lane","Spring Street","Exhibition Street",0
7251,"Unoccupied","16410",-37.8095965262713,144.981118417912,2025,8,8,22,26,39,"Fri",FALSE,20897,"Eades Street between Victoria Parade and Albert Street","Eades Street","Victoria Parade","Albert Street",0
7753,"Unoccupied","9627",-37.8049578213005,144.948487241747,2025,8,8,22,26,35,"Fri",FALSE,20994,"Victoria Street between Errol Street and Curzon Street","Victoria Street","Errol Street","Curzon Street",0
7423,"Unoccupied","60834",-37.8144449855517,144.973968596146,2025,8,8,22,26,20,"Fri",FALSE,20121,"Flinders Lane between Spring Street and Exhibition Street","Flinders Lane","Spring Street","Exhibition Street",0
7247,"Unoccupied","17462",-37.8107397581443,144.976522349553,2025,8,8,22,26,14,"Fri",FALSE,21851,"Cathedral Place between Lansdowne Street and Gisborne Street","Cathedral Place","Lansdowne Street","Gisborne Street",0
7563,"Unoccupied","65812",-37.8084970772687,144.971306979089,2025,8,8,22,26,7,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7748,"Unoccupied","11490",-37.8031777390701,144.950756005239,2025,8,8,22,25,59,"Fri",FALSE,20990,"Queensberry Street between Leveson Street and Errol Street","Queensberry Street","Leveson Street","Errol Street",0
7766,"Present","12080",-37.8005156385003,144.953770758436,2025,8,8,22,25,53,"Fri",FALSE,21124,"Wreckyn Street between Flemington Road and Courtney Street","Wreckyn Street","Flemington Road","Courtney Street",1
7418,"Present","61647",-37.8199232426482,144.955419896452,2025,8,8,22,25,43,"Fri",FALSE,20137,"Flinders Lane between King Street and Spencer Street","Flinders Lane","King Street","Spencer Street",1
7190,"Present","62064",-37.8161352999361,144.964616354417,2025,8,8,22,25,31,"Fri",FALSE,20112,"Collins Street between Swanston Street and Elizabeth Street","Collins Street","Swanston Street","Elizabeth Street",1
7748,"Unoccupied","11478",-37.8031224235692,144.950257380467,2025,8,8,22,25,28,"Fri",FALSE,20990,"Queensberry Street between Leveson Street and Errol Street","Queensberry Street","Leveson Street","Errol Street",0
7186,"Unoccupied","18637",-37.8212187967973,144.944109481109,2025,8,8,22,25,28,"Fri",FALSE,23311,"Collins Street between Merchant Street and Bourke Street","Collins Street","Merchant Street","Bourke Street",0
7247,"Unoccupied","17458",-37.8107116325592,144.976263203818,2025,8,8,22,25,25,"Fri",FALSE,21851,"Cathedral Place between Lansdowne Street and Gisborne Street","Cathedral Place","Lansdowne Street","Gisborne Street",0
7236,"Unoccupied","7484",-37.8097209365616,144.976648067149,2025,8,8,22,25,21,"Fri",FALSE,22618,"Intersection of Albert Street and Morrison Place",NA,NA,NA,0
7232,"Present","21493",-37.8132659917995,144.939251778358,2025,8,8,22,25,10,"Fri",FALSE,23225,"Waterfront Way between Footscray Road and Docklands Drive","Waterfront Way","Footscray Road","Docklands Drive",1
7725,"Unoccupied","9611",-37.80387968937,144.949382197001,2025,8,8,22,24,48,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7273,"Unoccupied","50625",-37.8082324209973,144.971725853423,2025,8,8,22,24,40,"Fri",FALSE,21847,"Spring Street between Little Lonsdale Street and Victoria Parade","Spring Street","Little Lonsdale Street","Victoria Parade",0
7646,"Present","58120",-37.8172943169638,144.953465892504,2025,8,8,22,24,39,"Fri",FALSE,20073,"Spencer Street between Little Collins Street and Bourke Street","Spencer Street","Little Collins Street","Bourke Street",1
7096,"Present","22431",-37.8064688952654,144.965230461721,2025,8,8,22,24,33,"Fri",FALSE,22308,"Commercial Road between St Kilda Road and Punt Road","Commercial Road","St Kilda Road","Punt Road",1
7259,"Unoccupied","23019",-37.8113963031831,144.977940649838,2025,8,8,22,24,29,"Fri",FALSE,21857,"Lansdowne Street between St Andrews Place and Cathedral Place","Lansdowne Street","St Andrews Place","Cathedral Place",0
7389,"Present","53214",-37.8126986948253,144.962552960303,2025,8,8,22,24,26,"Fri",FALSE,20167,"Elizabeth Street between Little Bourke Street and Lonsdale Street","Elizabeth Street","Little Bourke Street","Lonsdale Street",1
7197,"Unoccupied","20586",-37.8202415113143,144.945373618778,2025,8,8,22,24,19,"Fri",FALSE,23032,"Geographe Street between Bourke Street and Keera Way","Geographe Street","Bourke Street","Keera Way",0
7252,"Present","17379",-37.8095250489316,144.98095610061,2025,8,8,22,24,14,"Fri",FALSE,20897,"Eades Street between Victoria Parade and Albert Street","Eades Street","Victoria Parade","Albert Street",1
7725,"Unoccupied","9613",-37.8039865390569,144.949363364185,2025,8,8,22,24,6,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7647,"Unoccupied","50513",-37.8097869016944,144.972303535886,2025,8,8,22,24,1,"Fri",FALSE,20206,"Spring Street between Little Bourke Street and Lonsdale Street","Spring Street","Little Bourke Street","Lonsdale Street",0
7716,"Unoccupied","9471",-37.8057855569906,144.957206980832,2025,8,8,22,24,0,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7556,"Present","65148",-37.8104382783791,144.968556531937,2025,8,8,22,23,56,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7423,"Unoccupied","60838",-37.8145635335413,144.97356281055,2025,8,8,22,23,55,"Fri",FALSE,20121,"Flinders Lane between Spring Street and Exhibition Street","Flinders Lane","Spring Street","Exhibition Street",0
7278,"Unoccupied","5933",-37.8119672292946,144.975899852833,2025,8,8,22,23,48,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7423,"Unoccupied","60836",-37.8145150664333,144.973728583879,2025,8,8,22,23,45,"Fri",FALSE,20121,"Flinders Lane between Spring Street and Exhibition Street","Flinders Lane","Spring Street","Exhibition Street",0
7614,"Present","54624",-37.8118664375007,144.959271247522,2025,8,8,22,23,44,"Fri",FALSE,20177,"Queen Street between Little Lonsdale Street and La Trobe Street","Queen Street","Little Lonsdale Street","La Trobe Street",1
7278,"Unoccupied","5937",-37.8119983621449,144.976182328577,2025,8,8,22,23,38,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7486,"Unoccupied","56920",-37.8172173348031,144.955984261902,2025,8,8,22,23,32,"Fri",FALSE,20191,"King Street between Little Collins Street and Bourke Street","King Street","Little Collins Street","Bourke Street",0
7556,"Present","65133",-37.8102899641774,144.969063379254,2025,8,8,22,23,12,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7596,"Present","54041",-37.8171787243711,144.961701255144,2025,8,8,22,23,12,"Fri",FALSE,20171,"Queen Street between Flinders Lane and Collins Street","Queen Street","Flinders Lane","Collins Street",1
7363,"Present","61847",-37.8147025232115,144.96952517899,2025,8,8,22,23,4,"Fri",FALSE,20108,"Collins Street between Exhibition Street and Russell Street","Collins Street","Exhibition Street","Russell Street",1
7273,"Present","50659",-37.8080927945015,144.971540607067,2025,8,8,22,22,49,"Fri",FALSE,21847,"Spring Street between Little Lonsdale Street and Victoria Parade","Spring Street","Little Lonsdale Street","Victoria Parade",1
7548,"Unoccupied","65849",-37.8087101991432,144.970743504142,2025,8,8,22,22,39,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7418,"Present","61648",-37.8199411670575,144.955356551642,2025,8,8,22,22,39,"Fri",FALSE,20137,"Flinders Lane between King Street and Spencer Street","Flinders Lane","King Street","Spencer Street",1
7344,"Present","62219",-37.8171853031827,144.960436497331,2025,8,8,22,22,33,"Fri",FALSE,20116,"Collins Street between Queen Street and Market Street","Collins Street","Queen Street","Market Street",1
7320,"Present","63513",-37.812194789068,144.969906567097,2025,8,8,22,22,26,"Fri",FALSE,20078,"Bourke Street between Exhibition Street and Russell Street","Bourke Street","Exhibition Street","Russell Street",1
7259,"Unoccupied","23018",-37.8114507118585,144.977931498004,2025,8,8,22,22,24,"Fri",FALSE,21857,"Lansdowne Street between St Andrews Place and Cathedral Place","Lansdowne Street","St Andrews Place","Cathedral Place",0
7334,"Present","63532",-37.8126245996564,144.96844726345,2025,8,8,22,22,10,"Fri",FALSE,20078,"Bourke Street between Exhibition Street and Russell Street","Bourke Street","Exhibition Street","Russell Street",1
7451,"Present","60222",-37.8170947013037,144.968361799136,2025,8,8,22,22,0,"Fri",FALSE,20212,"Flinders Street between Russell Street and Swanston Street","Flinders Street","Russell Street","Swanston Street",1
7232,"Present","18066",-37.8135093818743,144.939399851089,2025,8,8,22,21,54,"Fri",FALSE,23225,"Waterfront Way between Footscray Road and Docklands Drive","Waterfront Way","Footscray Road","Docklands Drive",1
7226,"Unoccupied","23385",-37.8129609725423,144.940580229887,2025,8,8,22,21,49,"Fri",FALSE,23267,"Saint Mangos Lane North between Docklands Drive and Little Docklands Drive","Saint Mangos Lane North","Docklands Drive","Little Docklands Drive",0
7706,"Present","55333",-37.811225166037,144.957380729163,2025,8,8,22,21,40,"Fri",FALSE,21521,"Wills Street between La Trobe Street and A'Beckett Street","Wills Street","La Trobe Street","A'Beckett Street",1
7278,"Unoccupied","5935",-37.8119830047601,144.976042990042,2025,8,8,22,21,39,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7320,"Present","63554",-37.8125295254952,144.969320396456,2025,8,8,22,21,38,"Fri",FALSE,20078,"Bourke Street between Exhibition Street and Russell Street","Bourke Street","Exhibition Street","Russell Street",1
7536,"Present","62735",-37.8136439813338,144.968946269507,2025,8,8,22,21,21,"Fri",FALSE,20093,"Little Collins Street between Exhibition Street and Russell Street","Little Collins Street","Exhibition Street","Russell Street",1
7178,"Unoccupied","13391",-37.8200553529575,144.943038319138,2025,8,8,22,21,17,"Fri",FALSE,22913,"Bourke Street between Enterprize Way and Cumberland Street","Bourke Street","Enterprize Way","Cumberland Street",0
7553,"Present","65491",-37.8129086019866,144.960447231353,2025,8,8,22,21,13,"Fri",FALSE,20009,"Lonsdale Street between Elizabeth Street and Queen Street","Lonsdale Street","Elizabeth Street","Queen Street",1
7649,"Unoccupied","50666",-37.8089365385728,144.971801319799,2025,8,8,22,21,9,"Fri",FALSE,21848,"Spring Street between Lonsdale Street and Little Lonsdale Street","Spring Street","Lonsdale Street","Little Lonsdale Street",0
7458,"Present","61322",-37.8180499571183,144.961645283165,2025,8,8,22,21,5,"Fri",FALSE,20131,"Flinders Lane between Queen Street and Market Street","Flinders Lane","Queen Street","Market Street",1
7721,"Unoccupied","9450",-37.805193400025,144.957311696978,2025,8,8,22,20,38,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7269,"Unoccupied","24990",-37.8110261375457,144.975575939854,2025,8,8,22,20,27,"Fri",FALSE,21852,"Parliament Place between St Andrews Place and Gisborne Street","Parliament Place","St Andrews Place","Gisborne Street",0
7340,"Present","64025",-37.8162036362337,144.956097188139,2025,8,8,22,20,26,"Fri",FALSE,20088,"Bourke Street between William Street and King Street","Bourke Street","William Street","King Street",1
7247,"Unoccupied","17513",-37.8109354070539,144.976610998219,2025,8,8,22,20,16,"Fri",FALSE,21851,"Cathedral Place between Lansdowne Street and Gisborne Street","Cathedral Place","Lansdowne Street","Gisborne Street",0
7558,"Present","65182",-37.8104681801733,144.968794112512,2025,8,8,22,19,45,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7716,"Unoccupied","9468",-37.8057092587565,144.957220481668,2025,8,8,22,19,40,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7725,"Unoccupied","9600",-37.8042462487415,144.949317627366,2025,8,8,22,19,34,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7258,"Unoccupied","23032",-37.8102816087166,144.97836372105,2025,8,8,22,19,32,"Fri",FALSE,21850,"Lansdowne Street between Cathedral Place and Albert Street","Lansdowne Street","Cathedral Place","Albert Street",0
7639,"Present","52244",-37.8104820174872,144.966908617537,2025,8,8,22,19,18,"Fri",FALSE,20152,"Russell Street between Lonsdale Street and Little Lonsdale Street","Russell Street","Lonsdale Street","Little Lonsdale Street",1
7603,"Present","65326",-37.8119689379903,144.963002959184,2025,8,8,22,19,17,"Fri",FALSE,20007,"Lonsdale Street between Swanston Street and Elizabeth Street","Lonsdale Street","Swanston Street","Elizabeth Street",1
7721,"Unoccupied","23975",-37.8045733086828,144.957307198288,2025,8,8,22,19,13,"Fri",FALSE,20939,"Cobden Street between Princess Street and Queensberry Street","Cobden Street","Princess Street","Queensberry Street",0
7649,"Unoccupied","50665",-37.808987033046,144.971824433223,2025,8,8,22,19,7,"Fri",FALSE,21848,"Spring Street between Lonsdale Street and Little Lonsdale Street","Spring Street","Lonsdale Street","Little Lonsdale Street",0
7253,"Unoccupied","17436",-37.8101204733361,144.975688607694,2025,8,8,22,19,4,"Fri",FALSE,21849,"Gisborne Street between Cathedral Place and Albert Street","Gisborne Street","Cathedral Place","Albert Street",0
7347,"Present","56532",-37.816301770206,144.957158688229,2025,8,8,22,19,2,"Fri",FALSE,20416,"Church Street between Bourke Street and Little Collins Street","Church Street","Bourke Street","Little Collins Street",1
7725,"Unoccupied","9615",-37.8040942760985,144.949344371806,2025,8,8,22,18,39,"Fri",FALSE,20992,"Errol Street between Victoria Street and Queensberry Street","Errol Street","Victoria Street","Queensberry Street",0
7621,"Present","57215",-37.8138111504627,144.954669360484,2025,8,8,22,18,36,"Fri",FALSE,20194,"King Street between Lonsdale Street and Little Lonsdale Street","King Street","Lonsdale Street","Little Lonsdale Street",1
7560,"Present","65953",-37.8092795577476,144.968742724348,2025,8,8,22,18,24,"Fri",FALSE,20036,"Little Lonsdale Street between Exhibition Street and Russell Street","Little Lonsdale Street","Exhibition Street","Russell Street",1
7239,"Present","7877",-37.8101304668334,144.980337224143,2025,8,8,22,18,10,"Fri",FALSE,20893,"Albert Street between Lansdowne Street and Eades Street","Albert Street","Lansdowne Street","Eades Street",1
7548,"Unoccupied","65862",-37.8089555576815,144.969898164939,2025,8,8,22,17,57,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7610,"Unoccupied","54527",-37.812557189843,144.959584425347,2025,8,8,22,17,43,"Fri",FALSE,20176,"Queen Street between Lonsdale Street and Little Lonsdale Street","Queen Street","Lonsdale Street","Little Lonsdale Street",0
7626,"Present","52013",-37.8123496600798,144.968014162635,2025,8,8,22,17,17,"Fri",FALSE,20150,"Russell Street between Bourke Street and Little Bourke Street","Russell Street","Bourke Street","Little Bourke Street",1
7417,"Present","61640",-37.8197568901149,144.956009487264,2025,8,8,22,17,16,"Fri",FALSE,20137,"Flinders Lane between King Street and Spencer Street","Flinders Lane","King Street","Spencer Street",1
7592,"Present","53935",-37.8182141721689,144.962175903018,2025,8,8,22,17,10,"Fri",FALSE,20170,"Queen Street between Flinders Street and Flinders Lane","Queen Street","Flinders Street","Flinders Lane",1
7251,"Unoccupied","16408",-37.8093741503087,144.981155133232,2025,8,8,22,16,58,"Fri",FALSE,20897,"Eades Street between Victoria Parade and Albert Street","Eades Street","Victoria Parade","Albert Street",0
7275,"Unoccupied","50677",-37.8082534433229,144.971485271177,2025,8,8,22,16,49,"Fri",FALSE,21847,"Spring Street between Little Lonsdale Street and Victoria Parade","Spring Street","Little Lonsdale Street","Victoria Parade",0
7649,"Unoccupied","50641",-37.8086367659023,144.971788587524,2025,8,8,22,16,44,"Fri",FALSE,21848,"Spring Street between Lonsdale Street and Little Lonsdale Street","Spring Street","Lonsdale Street","Little Lonsdale Street",0
7605,"Present","54434",-37.8135656662698,144.960039981785,2025,8,8,22,16,43,"Fri",FALSE,20175,"Queen Street between Little Bourke Street and Lonsdale Street","Queen Street","Little Bourke Street","Lonsdale Street",1
7592,"Present","53934",-37.8182358335372,144.962185864946,2025,8,8,22,16,40,"Fri",FALSE,20170,"Queen Street between Flinders Street and Flinders Lane","Queen Street","Flinders Street","Flinders Lane",1
7594,"Present","54334",-37.8142836454632,144.960368524505,2025,8,8,22,16,29,"Fri",FALSE,20174,"Queen Street between Bourke Street and Little Bourke Street","Queen Street","Bourke Street","Little Bourke Street",1
7247,"Unoccupied","17517",-37.8109648602974,144.976882474853,2025,8,8,22,16,28,"Fri",FALSE,21851,"Cathedral Place between Lansdowne Street and Gisborne Street","Cathedral Place","Lansdowne Street","Gisborne Street",0
7402,"Present","50815",-37.8146321632531,144.971831391028,2025,8,8,22,16,15,"Fri",FALSE,20139,"Exhibition Street between Flinders Lane and Collins Street","Exhibition Street","Flinders Lane","Collins Street",1
7910,"Present","21543",-37.8450889717396,144.97979550419,2025,8,8,22,16,10,"Fri",FALSE,22308,"Commercial Road between St Kilda Road and Punt Road","Commercial Road","St Kilda Road","Punt Road",1
7241,"Unoccupied","7495",-37.8096918549678,144.977623339176,2025,8,8,22,16,2,"Fri",FALSE,20891,"Albert Street between Morrison Place and Lansdowne Street","Albert Street","Morrison Place","Lansdowne Street",0
7638,"Present","51934",-37.8132952041786,144.968323929973,2025,8,8,22,15,47,"Fri",FALSE,20149,"Russell Street between Little Collins Street and Bourke Street","Russell Street","Little Collins Street","Bourke Street",1
7486,"Present","56918",-37.8166524859153,144.95597536336,2025,8,8,22,15,46,"Fri",FALSE,20191,"King Street between Little Collins Street and Bourke Street","King Street","Little Collins Street","Bourke Street",1
7748,"Unoccupied","11492",-37.8031841926096,144.950813360206,2025,8,8,22,15,36,"Fri",FALSE,20990,"Queensberry Street between Leveson Street and Errol Street","Queensberry Street","Leveson Street","Errol Street",0
7359,"Present","61920",-37.8150084025287,144.967917849204,2025,8,8,22,15,17,"Fri",FALSE,20110,"Collins Street between Russell Street and Swanston Street","Collins Street","Russell Street","Swanston Street",1
7547,"Present","66426",-37.8132022702103,144.955154863166,2025,8,8,22,15,7,"Fri",FALSE,20046,"Little Lonsdale Street between William Street and King Street","Little Lonsdale Street","William Street","King Street",1
7563,"Unoccupied","65810",-37.808461045458,144.971432408265,2025,8,8,22,14,59,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7434,"Present","60427",-37.8185981500661,144.963195147677,2025,8,8,22,14,59,"Fri",FALSE,20216,"Flinders Street between Elizabeth Street and Queen Street","Flinders Street","Elizabeth Street","Queen Street",1
7621,"Present","57212",-37.8139775615094,144.954746902217,2025,8,8,22,14,44,"Fri",FALSE,20194,"King Street between Lonsdale Street and Little Lonsdale Street","King Street","Lonsdale Street","Little Lonsdale Street",1
7528,"Present","63133",-37.8161687980518,144.960467185739,2025,8,8,22,14,38,"Fri",FALSE,20101,"Little Collins Street between Queen Street and William Street","Little Collins Street","Queen Street","William Street",1
7258,"Unoccupied","23029",-37.8104351542446,144.978337686947,2025,8,8,22,14,32,"Fri",FALSE,21850,"Lansdowne Street between Cathedral Place and Albert Street","Lansdowne Street","Cathedral Place","Albert Street",0
7606,"Present","54454",-37.8136201466041,144.959937279274,2025,8,8,22,14,22,"Fri",FALSE,20175,"Queen Street between Little Bourke Street and Lonsdale Street","Queen Street","Little Bourke Street","Lonsdale Street",1
7336,"Present","64046",-37.8161948447794,144.956694165228,2025,8,8,22,14,7,"Fri",FALSE,20088,"Bourke Street between William Street and King Street","Bourke Street","William Street","King Street",1
7205,"Unoccupied","23850",-37.8157392014063,144.945378333433,2025,8,8,22,14,1,"Fri",FALSE,22452,"Harbour Esplanade between Bourke Street and La Trobe Street","Harbour Esplanade","Bourke Street","La Trobe Street",0
7156,"Present","25368",-37.8135960269361,144.94181952287,2025,8,8,22,13,54,"Fri",FALSE,22786,"Aquitania Way between Docklands Drive and Caravel Lane","Aquitania Way","Docklands Drive","Caravel Lane",1
7343,"Present","63446",-37.8119410647008,144.971321578128,2025,8,8,22,13,54,"Fri",FALSE,20065,"Bourke Street between Spring Street and Exhibition Street","Bourke Street","Spring Street","Exhibition Street",1
7643,"Unoccupied","57922",-37.8197127691842,144.954578118912,2025,8,8,22,13,43,"Fri",FALSE,20069,"Spencer Street between Flinders Lane and Collins Street","Spencer Street","Flinders Lane","Collins Street",0
7689,"Present","54317",-37.8143598462575,144.960529959874,2025,8,8,22,13,41,"Fri",FALSE,20174,"Queen Street between Bourke Street and Little Bourke Street","Queen Street","Bourke Street","Little Bourke Street",1
7186,"Unoccupied","18630",-37.8211106737731,144.943658369325,2025,8,8,22,13,40,"Fri",FALSE,23311,"Collins Street between Merchant Street and Bourke Street","Collins Street","Merchant Street","Bourke Street",0
7605,"Present","54425",-37.813824235639,144.960159365453,2025,8,8,22,13,39,"Fri",FALSE,20175,"Queen Street between Little Bourke Street and Lonsdale Street","Queen Street","Little Bourke Street","Lonsdale Street",1
7359,"Present","61928",-37.8151644985155,144.967385372284,2025,8,8,22,13,38,"Fri",FALSE,20110,"Collins Street between Russell Street and Swanston Street","Collins Street","Russell Street","Swanston Street",1
7226,"Unoccupied","23388",-37.81281610039,144.940493565788,2025,8,8,22,13,38,"Fri",FALSE,23267,"Saint Mangos Lane North between Docklands Drive and Little Docklands Drive","Saint Mangos Lane North","Docklands Drive","Little Docklands Drive",0
7239,"Unoccupied","7869",-37.8100704420167,144.979792259666,2025,8,8,22,13,31,"Fri",FALSE,20893,"Albert Street between Lansdowne Street and Eades Street","Albert Street","Lansdowne Street","Eades Street",0
7434,"Present","60435",-37.8186344644903,144.963741500713,2025,8,8,22,13,26,"Fri",FALSE,20216,"Flinders Street between Elizabeth Street and Queen Street","Flinders Street","Elizabeth Street","Queen Street",1
7512,"Present","62643",-37.8125064247044,144.972960711453,2025,8,8,22,13,24,"Fri",FALSE,20091,"Little Collins Street between Spring Street and Exhibition Street","Little Collins Street","Spring Street","Exhibition Street",1
7716,"Unoccupied","9466",-37.8056089255329,144.957238212964,2025,8,8,22,13,22,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7556,"Present","65136",-37.8103255686669,144.96894199589,2025,8,8,22,13,8,"Fri",FALSE,20003,"Lonsdale Street between Exhibition Street and Russell Street","Lonsdale Street","Exhibition Street","Russell Street",1
7226,"Unoccupied","23381",-37.813167352951,144.940705498401,2025,8,8,22,12,44,"Fri",FALSE,23267,"Saint Mangos Lane North between Docklands Drive and Little Docklands Drive","Saint Mangos Lane North","Docklands Drive","Little Docklands Drive",0
7594,"Present","54331",-37.8143770977281,144.96041144879,2025,8,8,22,12,38,"Fri",FALSE,20174,"Queen Street between Bourke Street and Little Bourke Street","Queen Street","Bourke Street","Little Bourke Street",1
7716,"Unoccupied","9418",-37.8054153582078,144.957146082811,2025,8,8,22,12,33,"Fri",FALSE,20931,"Cobden Street between Victoria Street and Princess Street","Cobden Street","Victoria Street","Princess Street",0
7280,"Unoccupied","5926",-37.811847531083,144.975845582618,2025,8,8,22,12,32,"Fri",FALSE,21855,"St Andrews Place between Lansdowne Street and MacArthur Street","St Andrews Place","Lansdowne Street","MacArthur Street",0
7446,"Present","60132",-37.8162615690155,144.971849554558,2025,8,8,22,12,31,"Fri",FALSE,20210,"Flinders Street between Exhibition Street and Russell Street","Flinders Street","Exhibition Street","Russell Street",1
7548,"Unoccupied","65863",-37.8089749457594,144.969831542092,2025,8,8,22,12,14,"Fri",FALSE,20034,"Little Lonsdale Street between Spring Street and Exhibition Street","Little Lonsdale Street","Spring Street","Exhibition Street",0
7753,"Unoccupied","9620",-37.8049813587091,144.948697500735,2025,8,8,22,11,58,"Fri",FALSE,20994,"Victoria Street between Errol Street and Curzon Street","Victoria Street","Errol Street","Curzon Street",0
7721,"Unoccupied","9444",-37.8050618053794,144.957335002181,2025,8,8,22,11,54,"Fri",FALSE,20932,"Intersection of Cobden Street and Princess Street",NA,NA,NA,0
7239,"Unoccupied","7868",-37.8100632476647,144.979725880524,2025,8,8,22,11,51,"Fri",FALSE,20893,"Albert Street between Lansdowne Street and Eades Street","Albert Street","Lansdowne Street","Eades Street",0
7170,"Unoccupied","13444",-37.8196138520636,144.94424841015,2025,8,8,22,11,39,"Fri",FALSE,22913,"Bourke Street between Enterprize Way and Cumberland Street","Bourke Street","Enterprize Way","Cumberland Street",0
7356,"Present","61931",-37.8152280687202,144.967170329872,2025,8,8,22,11,36,"Fri",FALSE,20110,"Collins Street between Russell Street and Swanston Street","Collins Street","Russell Street","Swanston Street",1
7247,"Unoccupied","17452",-37.8106693143963,144.97587520922,2025,8,8,22,11,35,"Fri",FALSE,21851,"Cathedral Place between Lansdowne Street and Gisborne Street","Cathedral Place","Lansdowne Street","Gisborne Street",0
7178,"Present","13404",-37.8199281850819,144.9434755982,2025,8,8,22,11,35,"Fri",FALSE,22913,"Bourke Street between Enterprize Way and Cumberland Street","Bourke Street","Enterprize Way","Cumberland Street",1
7763,"Unoccupied","65017",-37.8095941005969,144.971103328257,2025,8,8,22,11,25,"Fri",FALSE,20001,"Lonsdale Street between Spring Street and Exhibition Street","Lonsdale Street","Spring Street","Exhibition Street",0
7251,"Unoccupied","16404",-37.8092973442115,144.981167783791,2025,8,8,22,11,20,"Fri",FALSE,20897,"Eades Street between Victoria Parade and Albert Street","Eades Street","Victoria Parade","Albert Street",0
7236,"Unoccupied","7844",-37.8097576483622,144.976985594229,2025,8,8,22,11,19,"Fri",FALSE,20891,"Albert Street between Morrison Place and Lansdowne Street","Albert Street","Morrison Place","Lansdowne Street",0
